serial_number,uuid,page_number,shelf_row,position_column,mounting_type,extraction_status,extraction_method,qa_check,duplicates,Column Position
A20-2H,98b94a96-8b59-0d24-6849-1c6182591025,40,2,H,Screw Holes,matched,original-matched,,1,8
A20-2J,34b94a96-8e8f-15f2-e907-2e3731636093,40,2,J,Screw Holes,matched,original-matched,,1,10
A20-2K,60cbb20f-d8ef-420d-4681-fecee944890a,40,2,K,Screw Holes,recovered,original-recovered,,1,11
A20-2L,decbb20f-d93e-0ccb-f5de-03f419cfb0ae,40,2,L,Screw Holes,recovered,original-recovered,,1,12
A20-3A,86b94a96-9188-48ac-4a0d-2e2307ee507b,39,3,A,Screw Holes,matched,original-matched,,2,1
A20-3B,58b94a96-92c2-ab6d-2693-f4a6511e4f01,39,3,B,Screw Holes,matched,original-matched,,2,2
A20-3C,86b94a96-9188-48ac-4a0d-2e2307ee507b,39,3,C,Screw Holes,matched,original-matched,,2,3
A20-3D,54b94a96-906d-24f0-d069-fc5d3697dfca,39,3,D,Screw Holes,matched,original-matched,,1,4
A20-3E,fcb94a96-8e07-241c-3e42-42e6fc1d2585,40,3,E,Screw Holes,matched,original-matched,,1,5
A20-3G,c8b94a96-8bb5-9b24-4475-1c715f560518,40,3,G,Screw Holes,matched,original-matched,,2,7
A20-3H,acb94a96-8ceb-a3d2-029b-818f4b86d80a,40,3,H,Screw Holes,recovered,original-recovered,,1,8
A20-3J,c8b94a96-8bb5-9b24-4475-1c715f560518,40,3,J,Screw Holes,recovered,original-recovered,,2,10
A20-4A,5cb94a96-9309-56bd-05e2-b2de7dabffc6,39,4,A,Adhesive,matched,original-matched,,1,1
A20-4B,74b94a96-91d2-8ac0-c4f1-b67a4fa48b95,39,4,B,Adhesive,matched,original-matched,,1,2
A20-4C,42b94a96-934c-3211-90a3-aff3290aa32c,39,4,C,Adhesive,matched,original-matched,,1,3
A20-4D,58b94a96-92c2-ab6d-2693-f4a6511e4f01,39,4,D,Adhesive,matched,original-matched,,2,4
A20-4E,92b94a96-8f82-7642-f7a1-8ddcd8e20a11,40,4,E,Adhesive,matched,original-matched,,1,5
A20-4G,cab94a96-8d39-6e47-c830-03a0082ff27b,40,4,G,Adhesive,matched,original-matched,,2,7
A20-4H,76b94a96-8bfb-bf1c-0282-dc04c5353806,40,4,H,Adhesive,matched,original-matched,,2,8
A20-4J,44b94a96-8f40-099f-5db9-2835b5a126af,40,4,J,Adhesive,matched,original-matched,,1,10
A21-1A,94b94a96-946c-7c6a-2989-016eb6ae5877,41,1,A,Screw Holes,matched,original-matched,,1,1
A21-1B,9ab94a96-957f-ebe5-f7bb-c5b91576cc91,41,1,B,Screw Holes,matched,original-matched,,1,2
A21-1C,92b94a96-969c-e202-daff-0821da207389,41,1,C,Screw Holes,matched,original-matched,,1,3
A21-1D,aeb94a96-97ee-5561-e9c7-464cba917d8a,41,1,D,Screw Holes,matched,original-matched,,1,4
A21-1E,62b94a96-9a37-c90a-4069-37530770682d,42,1,E,Screw Holes,matched,original-matched,,1,5
A21-1G,e0b94a96-9c87-0f2b-6dc9-2a33416dc548,42,1,G,Screw Holes,matched,original-matched,,1,7
A21-1H,08b94a96-9a89-d2d3-62a9-293092dbd6b1,42,1,H,Screw Holes,matched,original-matched,,1,8
A21-1J,c0b94a96-9b11-4d81-39c0-098c9a29ecea,42,1,J,Screw Holes,matched,original-matched,,1,10
A21-1K,58cbb20f-d8a8-0f7a-a2f3-9e22e986f419,42,1,K,Screw Holes,recovered,original-recovered,,1,11
A21-1L,9ecbb20f-d8f9-8657-c8e7-9ed0bc0d6c75,42,1,L,Screw Holes,recovered,original-recovered,,1,12
A21-2A,94b94a96-94b4-a410-c5b8-f9b2b4d0dd72,41,2,A,Screw Holes,matched,original-matched,,1,1
A21-2B,68b94a96-9659-44f3-dc08-375785f460a4,41,2,B,Screw Holes,matched,original-matched,,1,2
A21-2C,0cb94a96-97a2-1a74-e818-3e800b9e19e7,41,2,C,Screw Holes,matched,original-matched,,1,3
A21-2D,c8b94a96-98cf-bb77-4d95-6a8d11935e22,41,2,D,Screw Holes,matched,original-matched,,1,4
A21-2E,e0b94a96-995f-e7a9-60e9-bcb9824fc985,42,2,E,Screw Holes,matched,original-matched,,1,5
A21-2G,14b94a96-9bba-7117-e230-2628f69fa65a,42,2,G,Screw Holes,matched,original-matched,,1,7
A21-2H,fab94a96-9ccb-e7c0-dcd7-795f3a49a668,42,2,H,Screw Holes,matched,original-matched,,1,8
A21-2J,ceb94a96-9918-2845-ac68-a7351101b9df,42,2,J,Screw Holes,matched,original-matched,,1,10
A21-2K,2ecbb20f-d947-0e2c-c029-ba6da889e346,42,2,K,Screw Holes,recovered,original-recovered,,1,11
A21-2L,46cbb20f-d9af-e0f1-198b-5669e8b817a1,42,2,L,Screw Holes,recovered,original-recovered,,1,12
A21-3A,20b94a96-94f8-6f45-edd3-391c75f2c71c,41,3,A,Screw Holes,matched,original-matched,,1,1
A21-3B,0ab94a96-9616-0b18-193d-32d9dc10788c,41,3,B,Screw Holes,matched,original-matched,,1,2
A21-3C,d2b94a96-975d-136a-e2cf-2d3512ed517f,41,3,C,Screw Holes,recovered,original-recovered,,1,3
A21-3D,14b94a96-9885-bd3b-41e2-b65b29d7a134,41,3,D,Screw Holes,matched,original-matched,,1,4
A21-3E,96b94a96-9aca-9a2b-1b63-9ebb39853dda,42,3,E,Screw Holes,matched,original-matched,,1,5
A21-3G,48b94a96-9d2f-077c-c4fc-caa01826e20b,42,3,G,Screw Holes,matched,original-matched,,2,7
A21-3H,12b94a96-9b57-594a-7cd9-752e2f303e1a,42,3,H,Screw Holes,matched,original-matched,,1,8
A21-3J,48b94a96-9d2f-077c-c4fc-caa01826e20b,42,3,J,Screw Holes,matched,original-matched,,2,10
A21-4A,c4b94a96-95c3-5f71-a384-cb76ab1373e9,41,4,A,Adhesive,matched,original-matched,,1,1
A21-4B,b4b94a96-970f-39d2-387c-919e1a52f93d,41,4,B,Adhesive,matched,original-matched,,1,2
A21-4C,66b94a96-9832-d8be-ca82-411309cd98c8,41,4,C,Adhesive,matched,original-matched,,1,3
A21-4D,eab94a96-953f-a3ff-6869-d2f0c18f5d66,41,4,D,Adhesive,matched,original-matched,,1,4
A21-4E,b8b94a96-99f3-e0e9-cbb4-0bf7cd67b549,42,4,E,Adhesive,matched,original-matched,,1,5
A21-4G,ccb94a96-9c47-eeab-2137-eb9520d638bc,42,4,G,Adhesive,matched,original-matched,,1,7
A21-4H,08b94a96-9d7d-aa33-7aee-5f2ecd23ef74,42,4,H,Adhesive,matched,original-matched,,1,8
A21-4J,ceb94a96-99ac-66e6-cb4d-38216e7a9198,42,4,J,Adhesive,matched,original-matched,,1,10
A22-1A,1ab94a96-886d-c3d5-e36a-b25ee2bb3385,43,1,A,Screw Holes,matched,original-matched,,1,1
A22-1B,8ab94a96-a4e1-8707-b86b-c03700715513,43,1,B,Screw Holes,matched,original-matched,,1,2
A22-1C,f6b94a96-a3a5-d13d-ed19-0e40a9f6a048,43,1,C,Screw Holes,matched,original-matched,,1,3
A22-1D,b6b94a96-a295-3683-ae03-618154fe3f15,43,1,D,Screw Holes,matched,original-matched,,1,4
A22-1E,b4b94a96-a02b-9b35-e8cc-659b27bba084,44,1,E,Screw Holes,matched,original-matched,,1,5
A22-1G,d6b94a96-9dc1-8bdb-20c1-f37f74584498,44,1,G,Screw Holes,matched,original-matched,,1,7
A22-1H,54b94a96-a110-6c3f-e446-04e22062dfc0,44,1,H,Screw Holes,matched,original-matched,,1,8
A22-1J,8eb94a96-9f29-9f1e-786e-d75e1cf7bacd,44,1,J,Screw Holes,matched,original-matched,,2,10
A22-1K,dacbb20f-d9a3-884a-68cd-f5785be6745f,44,1,K,Screw Holes,recovered,original-recovered,,1,11
A22-1L,b8cbb20f-d8f4-50cc-1ec6-a272fc187b38,44,1,L,Screw Holes,recovered,original-recovered,,1,12
A22-2A,22b94a96-a362-3688-765d-e80e59cd7198,43,2,A,Screw Holes,matched,original-matched,,1,1
A22-2B,b8b94a96-8964-3bb4-d82a-7d063173dbcb,43,2,B,Screw Holes,matched,original-matched,,1,2
A22-2C,0ab94a96-a5b1-0799-d2c2-f70a734b145e,43,2,C,Screw Holes,matched,original-matched,,1,3
A22-2D,34b94a96-a49c-ecd8-f280-a0edae8d7e8a,43,2,D,Screw Holes,matched,original-matched,,1,4
A22-2E,9cb94a96-a1c2-e36c-782e-95202f03b65b,44,2,E,Screw Holes,matched,original-matched,,1,5
A22-2G,8eb94a96-9f29-9f1e-786e-d75e1cf7bacd,44,2,G,Screw Holes,matched,original-matched,,2,7
A22-2H,eab94a96-9e03-048e-c375-606ad074742b,44,2,H,Screw Holes,matched,original-matched,,1,8
A22-2J,2cb94a96-a15e-c434-9c01-89a5399704c5,44,2,J,Screw Holes,matched,original-matched,,1,10
A22-2K,06cbb20f-d93d-02e3-f5ec-0ef6c2a875b2,44,2,K,Screw Holes,recovered,original-recovered,,1,11
A22-2L,4ccbb20f-d98b-5b36-3e04-7f49c468534e,44,2,L,Screw Holes,recovered,original-recovered,,1,12
A22-3A,46b94a96-8914-f7d1-8a48-88b2b8e65215,43,3,A,Screw Holes,matched,original-matched,,1,1
A22-3B,86b94a96-a568-3b7f-f2b3-00dad7926fe0,43,3,B,Screw Holes,matched,original-matched,,1,2
A22-3C,9eb94a96-a436-c9c6-69c0-4b5f0fcd3925,43,3,C,Screw Holes,matched,original-matched,,1,3
A22-3D,5eb94a96-a323-8e48-070d-f5761e1e7e2e,43,3,D,Screw Holes,matched,original-matched,,1,4
A22-3E,12b94a96-a0c6-bc2a-64e3-616b69c27e78,44,3,E,Screw Holes,matched,original-matched,,1,5
A22-3G,4ab94a96-9e58-bedc-9bb9-1a0d4db1df64,44,3,G,Screw Holes,matched,original-matched,,1,7
A22-3H,eeb94a96-a205-1c2e-4522-ee4e6ae8208f,44,3,H,Screw Holes,matched,original-matched,,2,8
A22-3J,98b94a96-9f6e-b45e-7e36-96e5e2db4888,44,3,J,Screw Holes,matched,original-matched,,1,10
A22-4A,fab94a96-88c3-2912-00d6-b50e566a95ab,43,4,A,Adhesive,matched,original-matched,,1,1
A22-4B,ecb94a96-a523-d84b-0909-f460bc3e8712,43,4,B,Adhesive,matched,original-matched,,1,2
A22-4C,8eb94a96-a3fa-63f3-885a-c6fae950649a,43,4,C,Adhesive,matched,original-matched,,1,3
A22-4D,06b94a96-a2de-1a34-0af3-d7c09a7fe806,43,4,D,Adhesive,matched,original-matched,,1,4
A22-4E,c8b94a96-a244-21d3-4fd2-9309127ce525,44,4,E,Adhesive,matched,original-matched,,1,5
A22-4G,84b94a96-9fd4-6678-b33d-f8f20d06459a,44,4,G,Adhesive,matched,original-matched,,1,7
A22-4H,fcb94a96-9e9f-738e-4349-2a791e31befc,44,4,H,Adhesive,matched,original-matched,,1,8
A22-4J,eeb94a96-a205-1c2e-4522-ee4e6ae8208f,44,4,J,Adhesive,matched,original-matched,,2,10
A23-1A,b8b94a96-89b6-b12c-45e5-11cd216a4a2c,45,1,A,Screw Holes,matched,original-matched,,1,1
A23-1B,e8b94a96-8b23-5c30-4da3-47dc023595b3,45,1,B,Screw Holes,matched,original-matched,,1,2
A23-1C,b8b94a96-8c59-dbf2-3605-cf9261e5c317,45,1,C,Screw Holes,recovered,original-recovered,,1,3
A23-1D,c6b94a96-8d92-984a-62d1-05af02cb8238,45,1,D,Screw Holes,matched,original-matched,,1,4
A23-1E,c6b94a96-8fd5-53e2-4f62-15854bd653b6,46,1,E,Screw Holes,matched,original-matched,,1,5
A23-1G,fcb94a96-924b-ed85-0daa-99d9c8ee0e80,46,1,G,Screw Holes,matched,original-matched,,1,7
A23-1H,66b94a96-8f94-49f4-2b55-ddac776b616a,46,1,H,Screw Holes,matched,original-matched,,2,8
A23-1J,5cb94a96-90d6-d793-e031-5f91deb32469,46,1,J,Screw Holes,matched,original-matched,,1,10
A23-1K,8ccbb20f-d9d7-01b1-a80f-7f17aeb590f5,46,1,K,Screw Holes,recovered,original-recovered,,1,11
A23-1L,7acbb20f-da3a-a9af-a7cb-d8f64fc02111,46,1,L,Screw Holes,recovered,original-recovered,,1,12
A23-2A,ecb94a96-8a07-8fcf-f5c6-de262060c5a3,45,2,A,Screw Holes,matched,original-matched,,1,1
A23-2B,06b94a96-8b6b-bc9c-2161-f65f777599f9,45,2,B,Screw Holes,matched,original-matched,,1,2
A23-2C,2cb94a96-8cad-1e8b-082b-0d0805a618d0,45,2,C,Screw Holes,matched,original-matched,,1,3
A23-2D,14b94a96-8ddc-4d09-60f3-1d392f315efa,45,2,D,Screw Holes,matched,original-matched,,1,4
A23-2E,2cb94a96-8f09-94f1-ad64-039965570ff5,46,2,E,Screw Holes,matched,original-matched,,1,5
A23-2G,32b94a96-916f-cdb3-2989-b2605c851615,46,2,G,Screw Holes,matched,original-matched,,2,7
A23-2H,c6b94a96-929b-39e7-ae40-1957def9f3b9,46,2,H,Screw Holes,matched,original-matched,,1,8
A23-2J,1ab94a96-8ebb-ae60-efe5-e4176b02685e,46,2,J,Screw Holes,matched,original-matched,,1,10
A23-2K,98cbb20f-d9ae-0bae-47a2-9dbee97a0b7d,46,2,K,Screw Holes,recovered,original-recovered,,1,11
A23-2L,accbb20f-d9fa-13d5-7cd7-7e79d043d3e0,46,2,L,Screw Holes,recovered,original-recovered,,1,12
A23-3A,92b94a96-8a52-7ab1-faa3-e5c1013aedf9,45,3,A,Screw Holes,matched,original-matched,,1,1
A23-3B,12b94a96-8bb9-c43f-9341-d389918029ee,45,3,B,Screw Holes,matched,original-matched,,1,2
A23-3C,2ab94a96-8cfb-d3d3-ffc2-8c767e142cf1,45,3,C,Screw Holes,matched,original-matched,,1,3
A23-3D,f6b94a96-8e29-0df7-2662-87113d4cd5f8,45,3,D,Screw Holes,matched,original-matched,,1,4
A23-3E,e6b94a96-908f-c0fb-7d00-3920dd338d4f,46,3,E,Screw Holes,matched,original-matched,,1,5
A23-3G,c8b94a96-92ed-40a6-19fa-0f3ed5bb2826,46,3,G,Screw Holes,matched,original-matched,,2,7
A23-3H,32b94a96-916f-cdb3-2989-b2605c851615,46,3,H,Screw Holes,recovered,original-recovered,,2,8
A23-3J,c8b94a96-92ed-40a6-19fa-0f3ed5bb2826,46,3,J,Screw Holes,recovered,original-recovered,,2,10
A23-4A,5ab94a96-8a9a-9fd8-066e-e196bbed65e2,45,4,A,Adhesive,matched,original-matched,,1,1
A23-4B,beb94a96-8c04-739c-b023-1e28e25d6889,45,4,B,Adhesive,matched,original-matched,,1,2
A23-4C,74b94a96-8d49-3e60-8be6-9dd138091fa9,45,4,C,Adhesive,matched,original-matched,,1,3
A23-4D,06b94a96-8e79-192e-c666-9aa8113d2b3d,45,4,D,Adhesive,matched,original-matched,,1,4
A23-4E,66b94a96-8f94-49f4-2b55-ddac776b616a,46,4,E,Adhesive,matched,original-matched,,2,5
A23-4G,92b94a96-9206-cc39-f253-f6161ba3d87f,46,4,G,Adhesive,matched,original-matched,,1,7
A23-4H,c4b94a96-933f-98e9-9208-3369bb4e561d,46,4,H,Adhesive,matched,original-matched,,1,8
A23-4J,ccb94a96-8f4d-9677-03e6-b76278f1214b,46,4,J,Adhesive,matched,original-matched,,1,10
A24-1A,14b94a96-9bd1-bf4e-966f-2910c047a12a,47,1,A,Screw Holes,matched,original-matched,,1,1
A24-1B,f6b94a96-9aa8-4ab4-4158-b76534273fb8,47,1,B,Screw Holes,matched,original-matched,,1,2
A24-1C,92b94a96-9983-8250-9beb-2719ca9e50f6,47,1,C,Screw Holes,matched,original-matched,,1,3
A24-1D,c4b94a96-9853-d627-a9f7-ee91ace1aeb6,47,1,D,Screw Holes,matched,original-matched,,1,4
A24-1E,62b94a96-95c7-cf75-01cb-bb8435c3ac07,48,1,E,Screw Holes,matched,original-matched,,2,5
A24-1G,68b94a96-9385-1d45-da26-8979d33b6034,48,1,G,Screw Holes,matched,original-matched,,1,7
A24-1H,78b94a96-93d8-4601-6786-b21f36d84019,48,1,H,Screw Holes,matched,original-matched,,2,8
A24-1J,58b94a96-9465-16e8-e3e7-7e6bb1b09a39,48,1,J,Screw Holes,matched,original-matched,,2,10
A24-1K,e2cbb20f-da21-ff6d-56ad-9f694dc106c6,48,1,K,Screw Holes,recovered,original-recovered,,1,11
A24-1L,dacbb20f-da71-9d8b-af63-5afcc0e18637,48,1,L,Screw Holes,recovered,original-recovered,,1,12
A24-2A,22b94a96-9c11-5870-a878-dd9c7067bdd5,47,2,A,Screw Holes,matched,original-matched,,1,1
A24-2B,ecb94a96-9aeb-2760-7f48-5cdf873693b0,47,2,B,Screw Holes,matched,original-matched,,1,2
A24-2C,ccb94a96-9a63-6bbe-0c57-91af54941f18,47,2,C,Screw Holes,matched,original-matched,,1,3
A24-2D,fab94a96-993a-dfa0-1756-309864d150d3,47,2,D,Screw Holes,matched,original-matched,,1,4
A24-2E,b2b94a96-976b-9425-6da7-2ca72130c460,48,2,E,Screw Holes,matched,original-matched,,1,5
A24-2G,70b94a96-94fb-1c3c-9a8b-8dc655f3c971,48,2,G,Screw Holes,matched,original-matched,,1,7
A24-2H,78b94a96-93d8-4601-6786-b21f36d84019,48,2,H,Screw Holes,matched,original-matched,,2,8
A24-2J,0ab94a96-96f8-53a3-48f8-94469e8faeec,48,2,J,Screw Holes,matched,original-matched,,1,10
A24-2K,82cbb20f-dabe-a4ea-bdc5-c6f1ee331caa,48,2,K,Screw Holes,recovered,original-recovered,,1,11
A24-2L,26cbb20f-da0f-ac06-7ea3-98ac19e7effe,48,2,L,Screw Holes,recovered,original-recovered,,1,12
A24-3A,1ab94a96-9c57-6b81-0202-3413e61624d1,47,3,A,Screw Holes,matched,original-matched,,1,1
A24-3B,feb94a96-9b2b-eaea-5504-4bd65772881c,47,3,B,Screw Holes,recovered,original-recovered,,1,2
A24-3C,42b94a96-9a16-d2b0-128b-829c876631ce,47,3,C,Screw Holes,matched,original-matched,,1,3
A24-3D,7cb94a96-98f6-53fd-5b16-0b5bc4d00fbb,47,3,D,Screw Holes,matched,original-matched,,1,4
A24-3E,24b94a96-965a-cb8d-c3ba-55671bd0a964,48,3,E,Screw Holes,matched,original-matched,,2,5
A24-3G,5eb94a96-9424-1ec9-0ae5-bbb7281682b0,48,3,G,Screw Holes,matched,original-matched,,1,7
A24-3H,62b94a96-95c7-cf75-01cb-bb8435c3ac07,48,3,H,Screw Holes,matched,original-matched,,2,8
A24-3J,24b94a96-965a-cb8d-c3ba-55671bd0a964,48,3,J,Screw Holes,matched,original-matched,,2,10
A24-4A,e6b94a96-9caa-6da9-8fe5-5b819e1d55f6,47,4,A,Adhesive,matched,original-matched,,1,1
A24-4B,8eb94a96-9b78-9da9-c599-9957b1f1923f,47,4,B,Adhesive,matched,original-matched,,1,2
A24-4C,d4b94a96-989c-1c2f-ca25-b281ced2688b,47,4,C,Adhesive,matched,original-matched,,1,3
A24-4D,d8b94a96-99cf-b02d-74ae-8a6691366574,47,4,D,Adhesive,matched,original-matched,,1,4
A24-4E,76b94a96-9811-8c7b-7d79-63513bf730d8,48,4,E,Adhesive,matched,original-matched,,1,5
A24-4G,28b94a96-957e-394c-fbff-3f9796a1c896,48,4,G,Adhesive,matched,original-matched,,1,7
A24-4H,58b94a96-9465-16e8-e3e7-7e6bb1b09a39,48,4,H,Adhesive,matched,original-matched,,2,8
A24-4J,1ab94a96-97c8-ec53-58c9-67fde258f49f,48,4,J,Adhesive,matched,original-matched,,1,10
A25-1A,4eb94a96-a043-a1d0-824c-15abf269b5e7,49,1,A,Screw Holes,matched,original-matched,,2,1
A25-1B,c8b94a96-9e9c-cfa0-46a3-a98f076111cb,49,1,B,Screw Holes,matched,original-matched,,2,2
A25-1C,a4b94a96-9fb3-1feb-4dc0-630319c8513c,49,1,C,Screw Holes,matched,original-matched,,1,3
A25-1D,1cb94a96-9d84-d1e3-1d13-df8d4cf0b909,49,1,D,Screw Holes,matched,original-matched,,1,4
A25-1E,6cb94a96-a335-0e36-34ec-68d13f915b3c,50,1,E,Screw Holes,matched,original-matched,,2,5
A25-1G,d2b94a96-a570-656b-dbd3-7e0b5d073a68,50,1,G,Screw Holes,matched,original-matched,,2,7
A25-1H,08b94a96-a40f-8917-3da5-263d0e54eb2a,50,1,H,Screw Holes,matched,original-matched,,2,8
A25-1J,c2b94a96-a526-0814-7466-eda5bfdb7ca8,50,1,J,Screw Holes,matched,original-matched,,2,10
A25-1K,b6cbb20f-da16-62b4-8134-f40b8f8ede0d,50,1,K,Screw Holes,recovered,original-recovered,,1,11
A25-1L,72cbb20f-da60-1a8a-cbea-53f03efe3847,50,1,L,Screw Holes,recovered,original-recovered,,1,12
A25-2A,fab94a96-9dc6-f128-bb51-b88b8ecbde68,49,2,A,Screw Holes,matched,original-matched,,1,1
A25-2B,cab94a96-9f6e-daf0-801b-4fcb62f6a550,49,2,B,Screw Holes,matched,original-matched,,1,2
A25-2C,02b94a96-9d42-ef00-cbfc-3cad4be3c5fb,49,2,C,Screw Holes,matched,original-matched,,1,3
A25-2D,c8b94a96-9e9c-cfa0-46a3-a98f076111cb,49,2,D,Screw Holes,matched,original-matched,,2,4
A25-2E,d0b94a96-a1b3-dd30-f5df-7a6fdf65b2d1,50,2,E,Screw Holes,matched,original-matched,,1,5
A25-2G,08b94a96-a40f-8917-3da5-263d0e54eb2a,50,2,G,Screw Holes,matched,original-matched,,2,7
A25-2H,c2b94a96-a526-0814-7466-eda5bfdb7ca8,50,2,H,Screw Holes,matched,original-matched,,2,8
A25-2J,84b94a96-a1f6-3304-911e-0c90e4bb0298,50,2,J,Screw Holes,matched,original-matched,c2b94a96-a526-0814-7466-eda5bfdb7ca8,1,10
A25-2K,8acbb20f-daab-0107-705b-9f9bc18983ad,50,2,K,Screw Holes,recovered,original-recovered,,1,11
A25-2L,68cbb20f-daf5-a844-65f7-7bd20b17e7d5,50,2,L,Screw Holes,recovered,original-recovered,,1,12
A25-3A,f8b94a96-a0d4-e335-3f7c-3f567f7fb730,49,3,A,Screw Holes,matched,original-matched,,2,1
A25-3B,42b94a96-9f2c-36a0-511d-d38c116af8f7,49,3,B,Screw Holes,matched,original-matched,,2,2
A25-3C,4eb94a96-a043-a1d0-824c-15abf269b5e7,49,3,C,Screw Holes,matched,original-matched,,2,3
A25-3D,f8b94a96-a0d4-e335-3f7c-3f567f7fb730,49,3,D,Screw Holes,matched,original-matched,,2,4
A25-3E,2ab94a96-a3c9-c93f-c0ad-87897cca89fa,50,3,E,Screw Holes,matched,original-matched,,1,5
A25-3G,6cb94a96-a335-0e36-34ec-68d13f915b3c,50,3,G,Screw Holes,matched,original-matched,,2,7
A25-3H,50b94a96-a45c-05d4-eaa7-0b9b53a4b49f,50,3,H,Screw Holes,recovered,original-recovered,,1,8
A25-3J,d2b94a96-a570-656b-dbd3-7e0b5d073a68,50,3,J,Screw Holes,recovered,original-recovered,,2,10
A25-4A,64b94a96-9edf-453e-1257-d06ba14958a1,49,4,A,Adhesive,matched,original-matched,,1,1
A25-4B,6cb94a96-a118-5183-88e8-b8e22621eb00,49,4,B,Adhesive,matched,original-matched,,1,2
A25-4C,28b94a96-9cef-7675-c9ff-d2d2a74751da,49,4,C,Adhesive,matched,original-matched,,1,3
A25-4D,42b94a96-9f2c-36a0-511d-d38c116af8f7,49,4,D,Adhesive,matched,original-matched,,2,4
A25-4E,54b94a96-a25d-2df0-00b4-f955cd757301,50,4,E,Adhesive,matched,original-matched,,1,5
A25-4G,3eb94a96-a49b-7925-8c4d-dae8c4ae4dfb,50,4,G,Adhesive,matched,original-matched,,1,7
A25-4H,d2b94a96-a167-e50d-6afb-b44a56bd72ee,50,4,H,Adhesive,matched,original-matched,,1,8
A25-4J,f0b94a96-a2ae-4bb4-27f2-d4a9891870a9,50,4,J,Adhesive,matched,original-matched,,1,10
A26-1A,0eb94a96-90d3-d5e3-6a52-f7bd1a0351cc,51,1,A,Screw Holes,matched,original-matched,,1,1
A26-1B,54b94a96-8fab-baa9-8fc7-356d3c7ecdd6,51,1,B,Screw Holes,matched,original-matched,,1,2
A26-1C,88b94a96-8e95-2dba-06a9-d7b48544de3f,51,1,C,Screw Holes,matched,original-matched,,1,3
A26-1D,c4b94a96-8d6a-f138-bbc9-ab6d5208cdcf,51,1,D,Screw Holes,matched,original-matched,,1,4
A26-1E,24b94a96-8913-7f76-38f8-3fa799f0b1cf,52,1,E,Screw Holes,matched,original-matched,,4,5
A26-1G,24b94a96-8913-7f76-38f8-3fa799f0b1cf,52,1,G,Screw Holes,matched,original-matched,,4,7
A26-1H,a8b94a96-8bf2-f5b5-5bf0-602207b7795d,52,1,H,Screw Holes,matched,original-matched,,1,8
A26-1J,68b94a96-8966-f1fe-e64e-2a12c310a47f,52,1,J,Screw Holes,matched,original-matched,,3,10
A26-1K,84cbb20f-da89-d9e4-dc80-902d13cff439,52,1,K,Screw Holes,recovered,original-recovered,,1,11
A26-1L,c2cbb20f-dad8-2ed2-676c-84ae5021503e,52,1,L,Screw Holes,recovered,original-recovered,,1,12
A26-2A,2eb94a96-9124-4f13-e4e1-bd6ee3ec5746,51,2,A,Screw Holes,matched,original-matched,,1,1
A26-2B,6ab94a96-8ff3-b222-e9ac-943cff1c8326,51,2,B,Screw Holes,matched,original-matched,,1,2
A26-2C,e4b94a96-8ed9-3332-339d-9825879e26f4,51,2,C,Screw Holes,matched,original-matched,,1,3
A26-2D,deb94a96-8db5-3789-94b3-dfe8064b8611,51,2,D,Screw Holes,matched,original-matched,,1,4
A26-2E,a0b94a96-8c87-0011-37a7-beb64c93f2e9,52,2,E,Screw Holes,matched,original-matched,,1,5
A26-2G,ecb94a96-8aba-2f8f-8f60-03d94b859d24,52,2,G,Screw Holes,matched,original-matched,,1,7
A26-2H,c6b94a96-8c3b-bf4c-6bde-35147eaf2b38,52,2,H,Screw Holes,matched,original-matched,,1,8
A26-2J,f8b94a96-89cc-91d3-ae2b-817c0b04ac21,52,2,J,Screw Holes,matched,original-matched,,2,10
A26-2K,58cbb20f-db2a-9d76-b83f-74d3d628c58d,52,2,K,Screw Holes,recovered,original-recovered,,1,11
A26-2L,a8cbb20f-db8d-e13a-63f7-8b495ab878be,52,2,L,Screw Holes,recovered,original-recovered,,1,12
A26-3A,feb94a96-9168-e83d-6ddd-e74d36561ae5,51,3,A,Screw Holes,matched,original-matched,,1,1
A26-3B,a8b94a96-9037-f89a-7bf4-59ccaa3e1c28,51,3,B,Screw Holes,matched,original-matched,,1,2
A26-3C,e2c8654d-bb56-6aed-98fe-0f12769ba0de,51,3,C,Screw Holes,recovered,original-recovered,,3,3
A26-3D,52b94a96-8dfd-165d-0d5a-29423af00a0b,51,3,D,Screw Holes,matched,original-matched,,1,4
A26-3E,f8b94a96-89cc-91d3-ae2b-817c0b04ac21,52,3,E,Screw Holes,matched,original-matched,,2,5
A26-3G,24b94a96-8913-7f76-38f8-3fa799f0b1cf,52,3,G,Screw Holes,matched,original-matched,,4,7
A26-3H,24b94a96-8913-7f76-38f8-3fa799f0b1cf,52,3,H,Screw Holes,matched,original-matched,,4,8
A26-3J,e2c8654d-bb56-6aed-98fe-0f12769ba0de,52,3,J,Screw Holes,recovered,original-recovered,,3,10
A26-4A,6ab94a96-91aa-75a8-4eed-b361cd3288de,51,4,A,Adhesive,matched,original-matched,,1,1
A26-4B,f0b94a96-908f-4884-396d-6db0275f38cc,51,4,B,Adhesive,matched,original-matched,,1,2
A26-4C,34b94a96-8f60-9cc5-6fa7-440b8a1c503c,51,4,C,Adhesive,matched,original-matched,,1,3
A26-4D,52b94a96-8e4d-094f-48d8-3ad5242a560a,51,4,D,Adhesive,matched,original-matched,,1,4
A26-4E,58b94a96-8d1a-c7cf-030c-c9a35d3a26d0,52,4,E,Adhesive,matched,original-matched,,1,5
